Unnamed: 0,Released,Released.1,Title,Genre,Production Method,Creative Type,Production Budget,Domestic Box Office,International Box Office,Worldwide Box Office
25,"Mar 27, 2013",2013,G.I. Joe: Retaliation,Action,Animation/Live Action,Contemporary Fiction,"$140,000,000","$122,523,060","$253,217,645","$375,740,705"
26,"Sep 27, 2013",2013,Cloudy with a Chance of Meatballs 2,Adventure,Digital Animation,Kids Fiction,"$78,000,000","$119,793,567","$154,599,082","$274,392,649"
27,"May 31, 2013",2013,Now You See Me,Thriller/Suspense,Live Action,Contemporary Fiction,"$75,000,000","$117,723,989","$225,045,211","$342,769,200"
28,"Dec 25, 2013",2013,The Wolf of Wall Street,Black Comedy,Live Action,Dramatization,"$100,000,000","$116,949,183","$272,866,953","$389,816,136"
29,"Aug 16, 2013",2013,Lee Daniels' The Butler,Drama,Live Action,Dramatization,"$30,000,000","$116,632,095","$60,393,403","$177,025,498"
30,"May 23, 2013",2013,The Hangover 3,Comedy,Live Action,Contemporary Fiction,"$103,000,000","$112,200,072","$249,800,000","$362,000,072"
31,"May 24, 2013",2013,Epic,Adventure,Digital Animation,Kids Fiction,"$100,000,000","$107,518,682","$155,275,759","$262,794,441"
32,"Oct 11, 2013",2013,Captain Phillips,Drama,Live Action,Dramatization,"$55,000,000","$107,136,417","$113,511,767","$220,648,184"
33,"Oct 25, 2013",2013,Jackass Presents: Bad Grandpa,Comedy,Live Action,Factual,"$15,000,000","$102,003,019","$58,900,000","$160,903,019"
34,"Jul 12, 2013",2013,Pacific Rim,Action,Live Action,Science Fiction,"$190,000,000","$101,802,906","$309,200,000","$411,002,906"
35,"Jun 12, 2013",2013,This is the End,Comedy,Live Action,Science Fiction,"$32,000,000","$101,470,202","$25,068,915","$126,539,117"
36,"Mar 22, 2013",2013,Olympus Has Fallen,Thriller/Suspense,Live Action,Contemporary Fiction,"$70,000,000","$98,927,592","$73,951,336","$172,878,928"
37,"Apr 12, 2013",2013,42,Drama,Live Action,Dramatization,"$31,000,000","$95,020,213","$2,450,488","$97,470,701"
38,"Aug 9, 2013",2013,Elysium,Action,Live Action,Science Fiction,"$120,000,000","$93,050,117","$193,141,974","$286,192,091"
39,"Aug 9, 2013",2013,Disney Planes,Adventure,Digital Animation,Kids Fiction,"$50,000,000","$90,282,580","$147,776,989","$238,059,569"
40,"Jul 2, 2013",2013,The Lone Ranger,Western,Live Action,Historical Fiction,"$225,000,000","$89,302,115","$170,700,000","$260,002,115"
41,"Apr 19, 2013",2013,Oblivion,Thriller/Suspense,Live Action,Science Fiction,"$120,000,000","$89,107,235","$198,809,398","$287,916,633"
42,"Sep 13, 2013",2013,Insidious Chapter 2,Horror,Live Action,Contemporary Fiction,"$5,000,000","$83,586,447","$78,335,068","$161,921,515"
43,"Dec 13, 2013",2013,Saving Mr. Banks,Drama,Live Action,Dramatization,"$35,000,000","$83,299,761","$31,662,764","$114,962,525"
44,"Jul 17, 2013",2013,Turbo,Adventure,Digital Animation,Kids Fiction,"$135,000,000","$83,028,130","$203,868,448","$286,896,578"
45,"Aug 2, 2013",2013,2 Guns,Action,Live Action,Contemporary Fiction,"$61,000,000","$75,612,460","$56,880,555","$132,493,015"
46,"Jun 28, 2013",2013,White House Down,Thriller/Suspense,Live Action,Contemporary Fiction,"$150,000,000","$73,103,784","$132,336,603","$205,440,387"
47,"Jan 18, 2013",2013,Mama,Horror,Live Action,Fantasy,"$15,000,000","$71,628,180","$76,467,386","$148,095,566"
48,"Feb 14, 2013",2013,Safe Haven,Drama,Live Action,Contemporary Fiction,"$28,000,000","$71,399,120","$22,651,831","$94,050,951"
49,"Jul 31, 2013",2013,The Smurfs 2,Adventure,Animation/Live Action,Kids Fiction,"$110,000,000","$71,017,784","$277,529,739","$348,547,523"
50,"Nov 15, 2013",2013,The Best Man Holiday,Comedy,Live Action,Contemporary Fiction,"$17,000,000","$70,525,195","$2,310,515","$72,835,710"
51,"Aug 7, 2013",2013,Percy Jackson: Sea of Monsters,Adventure,Animation/Live Action,Fantasy,"$90,000,000","$68,559,554","$132,300,000","$200,859,554"
52,"Feb 14, 2013",2013,A Good Day to Die Hard,Action,Live Action,Contemporary Fiction,"$92,000,000","$67,349,198","$236,900,000","$304,249,198"
53,"Feb 1, 2013",2013,Warm Bodies,Romantic Comedy,Live Action,Science Fiction,"$30,000,000","$66,380,662","$48,453,650","$114,834,312"
54,"Mar 1, 2013",2013,Jack the Giant Slayer,Adventure,Animation/Live Action,Fantasy,"$195,000,000","$65,187,603","$132,500,000","$197,687,603"
55,"Jun 7, 2013",2013,The Purge,Horror,Live Action,Science Fiction,"$3,000,000","$64,473,115","$26,793,466","$91,266,581"
56,"Jan 28, 2013",2013,Last Vegas,Comedy,Live Action,Contemporary Fiction,"$28,000,000","$63,914,167","$49,000,000","$112,914,167"
57,"Nov 1, 2013",2013,Ender’s Game,Adventure,Live Action,Science Fiction,"$110,000,000","$61,737,191","$66,246,092","$127,983,283"
58,"Sep 20, 2013",2013,Prisoners,Thriller/Suspense,Live Action,Contemporary Fiction,"$46,000,000","$61,002,302","$52,308,245","$113,310,547"
59,"May 31, 2013",2013,After Earth,Action,Live Action,Science Fiction,"$130,000,000","$60,522,097","$190,977,568","$251,499,665"
60,"Dec 25, 2013",2013,The Secret Life of Walter Mitty,Adventure,Live Action,Contemporary Fiction,"$91,000,000","$58,236,838","$129,624,345","$187,861,183"
61,"Feb 15, 2013",2013,Escape From Planet Earth,Adventure,Digital Animation,Kids Fiction,"$40,000,000","$57,012,977","$17,143,633","$74,156,610"
62,"Oct 18, 2013",2013,12 Years a Slave,Drama,Live Action,Historical Fiction,"$20,000,000","$56,671,993","$124,093,068","$180,765,061"
63,"Nov 1, 2013",2013,Free Birds,Adventure,Digital Animation,Kids Fiction,"$55,000,000","$55,750,480","$54,636,592","$110,387,072"
64,"Jan 25, 2013",2013,Hansel & Gretel: Witch Hunters,Action,Live Action,Contemporary Fiction,"$50,000,000","$55,703,475","$159,246,241","$214,949,716"
65,"Apr 5, 2013",2013,Evil Dead,Horror,Live Action,Fantasy,"$17,000,000","$54,239,856","$44,770,189","$99,010,045"
66,"Jul 19, 2013",2013,RED 2,Action,Live Action,Contemporary Fiction,"$84,000,000","$53,262,560","$88,244,795","$141,507,355"
67,"Dec 13, 2013",2013,Tyler Perry's A Madea Christmas,Comedy,Live Action,Contemporary Fiction,"$25,000,000","$52,543,354",$0,"$52,543,354"
68,"Mar 29, 2013",2013,Tyler Perry’s Temptation,Drama,Live Action,Contemporary Fiction,"$37,000,000","$51,975,354","$1,167,790","$53,143,144"
69,"Mar 15, 2013",2013,The Call,Thriller/Suspense,Live Action,Contemporary Fiction,"$12,800,000","$51,872,378","$17,949,098","$69,821,476"
70,"Apr 26, 2013",2013,Pain & Gain,Action,Live Action,Contemporary Fiction,"$26,000,000","$49,875,291","$31,400,000","$81,275,291"
71,"Jan 11, 2013",2013,Gangster Squad,Action,Live Action,Dramatization,"$60,000,000","$46,000,903","$58,100,000","$104,100,903"
72,"Jun 7, 2013",2013,The Internship,Comedy,Live Action,Contemporary Fiction,"$58,000,000","$44,672,764","$49,000,000","$93,672,764"
73,"Aug 30, 2013",2013,No se Aceptan Devoluciones,Comedy,Live Action,Contemporary Fiction,"$5,000,000","$44,467,206","$56,019,410","$100,486,616"
74,"Feb 22, 2013",2013,Snitch,Thriller/Suspense,Live Action,Contemporary Fiction,"$15,000,000","$42,930,462","$14,977,272","$57,907,734"
75,"Sep 6, 2013",2013,Riddick,Action,Live Action,Science Fiction,"$38,000,000","$42,025,135","$52,738,623","$94,763,758"
76,"Jan 11, 2013",2013,A Haunted House,Comedy,Live Action,Contemporary Fiction,"$2,500,000","$40,041,683","$19,880,875","$59,922,558"
77,"Dec 25, 2013",2013,47 Ronin,Action,Live Action,Contemporary Fiction,"$175,000,000","$38,362,475","$113,354,340","$151,716,815"
78,"Dec 25, 2013",2013,August: Osage County,Black Comedy,Live Action,Contemporary Fiction,"$25,000,000","$37,738,810","$13,000,000","$50,738,810"
79,"Nov 22, 2013",2013,Philomena,Drama,Live Action,Contemporary Fiction,"$12,000,000","$37,709,979","$61,253,413","$98,963,392"
80,"Sep 13, 2013",2013,The Family,Black Comedy,Live Action,Contemporary Fiction,"$30,000,000","$36,918,811","$43,670,131","$80,588,942"
81,"Dec 20, 2013",2013,Walking with Dinosaurs,Adventure,Animation/Live Action,Kids Fiction,"$80,000,000","$36,076,121","$87,292,721","$123,368,842"
82,"Oct 18, 2013",2013,Carrie,Horror,Live Action,Fantasy,"$30,000,000","$35,266,619","$47,142,901","$82,409,520"
83,"Jan 4, 2013",2013,Texas Chainsaw 3D,Horror,Live Action,Contemporary Fiction,"$20,000,000","$34,341,945","$13,324,068","$47,666,013"
84,"Jul 19, 2013",2013,R.I.P.D.,Action,Live Action,Science Fiction,"$130,000,000","$33,618,855","$45,457,823","$79,076,678"
85,"Jul 26, 2013",2013,Blue Jasmine,Comedy,Live Action,Contemporary Fiction,"$18,000,000","$33,404,871","$69,508,090","$102,912,961"
86,"Jul 3, 2013",2013,Kevin Hart: Let Me Explain,Concert/Performance,Live Action,Factual,"$2,500,000","$32,244,051","$83,204","$32,327,255"
87,"Feb 8, 2013",2013,Side Effects,Thriller/Suspense,Live Action,Science Fiction,"$30,000,000","$32,172,757","$34,569,381","$66,742,138"
88,"Apr 12, 2013",2013,Scary Movie V,Comedy,Live Action,Fantasy,"$20,000,000","$32,015,787","$46,598,194","$78,613,981"
89,"Aug 21, 2013",2013,The Mortal Instruments: City of Bones,Adventure,Live Action,Fantasy,"$60,000,000","$31,165,421","$44,800,146","$75,965,567"
90,"Nov 22, 2013",2013,Delivery Man,Comedy,Live Action,Contemporary Fiction,"$22,000,000","$30,659,817","$24,956,505","$55,616,322"
91,"Dec 25, 2013",2013,Grudge Match,Comedy,Live Action,Contemporary Fiction,"$40,000,000","$29,817,991","$40,000,000","$69,817,991"
92,"Aug 30, 2013",2013,One Direction: This is Us,Concert/Performance,Live Action,Factual,"$10,000,000","$28,873,374","$39,360,425","$68,233,799"
93,"Aug 16, 2013",2013,Kick-Ass 2,Action,Live Action,Contemporary Fiction,"$28,000,000","$28,795,985","$34,333,924","$63,129,909"
94,"Nov 1, 2013",2013,Dallas Buyers Club,Drama,Live Action,Dramatization,"$5,000,000","$27,298,285","$33,313,560","$60,611,845"
95,"Sep 20, 2013",2013,Rush,Drama,Live Action,Dramatization,"$38,000,000","$26,947,624","$71,211,580","$98,159,204"
96,"Mar 29, 2013",2013,The Host,Thriller/Suspense,Live Action,Science Fiction,"$50,000,000","$26,623,701","$37,853,350","$64,477,051"
97,"Aug 23, 2013",2013,The World's End,Comedy,Live Action,Science Fiction,"$20,000,000","$26,004,851","$21,119,787","$47,124,638"
98,"Mar 1, 2013",2013,21 and Over,Comedy,Live Action,Contemporary Fiction,"$13,000,000","$25,682,380","$16,513,386","$42,195,766"
99,"Oct 18, 2013",2013,Escape Plan,Thriller/Suspense,Live Action,Contemporary Fiction,"$70,000,000","$25,135,965","$78,600,000","$103,735,965"
100,"Sep 27, 2013",2013,Don Jon,Romantic Comedy,Live Action,Contemporary Fiction,"$5,500,000","$24,477,704","$16,790,875","$41,268,579"
1,"Dec 25, 2014",2014,American Sniper,Drama,Live Action,Dramatization,"$58,000,000","$350,126,372","$197,200,000","$547,326,372"
2,"Nov 21, 2014",2014,The Hunger Games: Mockingjay - Part 1,Thriller/Suspense,Live Action,Science Fiction,"$125,000,000","$337,135,885","$429,439,246","$766,575,131"
3,"Aug 1, 2014",2014,Guardians of the Galaxy,Action,Animation/Live Action,Super Hero,"$170,000,000","$333,714,112","$437,168,283","$770,882,395"
4,"Apr 4, 2014",2014,Captain America: The Winter Soldier,Action,Live Action,Super Hero,"$170,000,000","$259,746,958","$454,654,931","$714,401,889"
5,"Feb 7, 2014",2014,The Lego Movie,Adventure,Digital Animation,Kids Fiction,"$60,000,000","$257,784,718","$210,300,000","$468,084,718"
6,"Dec 17, 2014",2014,The Hobbit: The Battle of the Five Ar…,Adventure,Animation/Live Action,Fantasy,"$250,000,000","$255,119,788","$685,203,251","$940,323,039"
7,"Jun 27, 2014",2014,Transformers: Age of Extinction,Action,Animation/Live Action,Science Fiction,"$210,000,000","$245,439,076","$858,614,996","$1,104,054,072"
8,"May 30, 2014",2014,Maleficent,Adventure,Live Action,Fantasy,"$180,000,000","$241,407,328","$517,129,407","$758,536,735"
9,"May 23, 2014",2014,X-Men: Days of Future Past,Action,Live Action,Super Hero,"$200,000,000","$233,921,534","$513,941,241","$747,862,775"
10,"Nov 7, 2014",2014,Big Hero 6,Adventure,Digital Animation,Super Hero,"$165,000,000","$222,527,828","$424,735,177","$647,263,005"
11,"Jul 11, 2014",2014,Dawn of the Planet of the Apes,Adventure,Animation/Live Action,Science Fiction,"$170,000,000","$208,545,589","$502,098,977","$710,644,566"
12,"May 2, 2014",2014,The Amazing Spider-Man 2,Action,Live Action,Super Hero,"$200,000,000","$202,853,933","$506,142,403","$708,996,336"
13,"May 16, 2014",2014,Godzilla,Action,Live Action,Science Fiction,"$160,000,000","$200,676,069","$328,400,000","$529,076,069"
14,"Jun 13, 2014",2014,22 Jump Street,Comedy,Live Action,Contemporary Fiction,"$50,000,000","$191,719,337","$139,614,539","$331,333,876"
15,"Aug 8, 2014",2014,Teenage Mutant Ninja Turtles,Adventure,Animation/Live Action,Super Hero,"$125,000,000","$191,204,754","$293,800,000","$485,004,754"
16,"Nov 5, 2014",2014,Interstellar,Adventure,Live Action,Science Fiction,"$165,000,000","$188,017,894","$459,056,252","$647,074,146"
17,"Jun 13, 2014",2014,How to Train Your Dragon 2,Adventure,Digital Animation,Fantasy,"$145,000,000","$177,002,924","$437,583,346","$614,586,270"
18,"Oct 3, 2014",2014,Gone Girl,Thriller/Suspense,Live Action,Contemporary Fiction,"$61,000,000","$167,767,189","$199,393,592","$367,160,781"
19,"Mar 21, 2014",2014,Divergent,Adventure,Live Action,Science Fiction,"$85,000,000","$150,947,895","$125,067,070","$276,014,965"
20,"May 9, 2014",2014,Neighbors,Comedy,Live Action,Contemporary Fiction,"$18,000,000","$150,086,800","$120,857,628","$270,944,428"
21,"Jan 17, 2014",2014,Ride Along,Comedy,Live Action,Contemporary Fiction,"$25,000,000","$134,202,565","$19,531,235","$153,733,800"
22,"Apr 11, 2014",2014,Rio 2,Adventure,Digital Animation,Kids Fiction,"$130,000,000","$131,538,435","$361,307,856","$492,846,291"
23,"Dec 25, 2014",2014,Into the Woods,Musical,Animation/Live Action,Fantasy,"$56,200,000","$128,002,372","$84,413,945","$212,416,317"
24,"Jul 25, 2014",2014,Lucy,Action,Live Action,Science Fiction,"$40,000,000","$126,573,960","$330,933,816","$457,507,776"
25,"Jun 6, 2014",2014,The Fault in Our Stars,Drama,Live Action,Contemporary Fiction,"$12,000,000","$124,872,350","$182,294,484","$307,166,834"
26,"Dec 25, 2014",2014,Unbroken,Drama,Live Action,Dramatization,"$65,000,000","$115,637,895","$47,889,929","$163,527,824"
27,"Dec 19, 2014",2014,Night at the Museum: Secret of the Tomb,Adventure,Animation/Live Action,Fantasy,"$127,000,000","$113,746,621","$240,010,000","$353,756,621"
28,"Mar 7, 2014",2014,Mr. Peabody & Sherman,Adventure,Digital Animation,Kids Fiction,"$145,000,000","$111,506,430","$158,300,000","$269,806,430"
29,"Mar 7, 2014",2014,300: Rise of an Empire,Action,Animation/Live Action,Historical Fiction,"$110,000,000","$106,580,051","$224,200,000","$330,780,051"
30,"Sep 19, 2014",2014,The Maze Runner,Action,Live Action,Science Fiction,"$34,000,000","$102,427,862","$245,891,999","$348,319,861"
31,"Sep 26, 2014",2014,The Equalizer,Action,Live Action,Contemporary Fiction,"$55,000,000","$101,530,738","$91,372,886","$192,903,624"
32,"Mar 28, 2014",2014,Noah,Drama,Live Action,Historical Fiction,"$130,000,000","$101,200,044","$251,631,021","$352,831,065"
33,"Jun 6, 2014",2014,Edge of Tomorrow,Action,Live Action,Science Fiction,"$178,000,000","$100,206,256","$266,822,724","$367,028,980"
34,"Feb 28, 2014",2014,Non-Stop,Action,Live Action,Contemporary Fiction,"$50,000,000","$91,742,160","$130,640,895","$222,383,055"
35,"Apr 16, 2014",2014,Heaven is for Real,Drama,Live Action,Dramatization,"$12,000,000","$91,386,097","$9,527,459","$100,913,556"
36,"Nov 28, 2014",2014,The Imitation Game,Drama,Live Action,Dramatization,"$15,000,000","$91,125,143","$136,203,442","$227,328,585"
37,"Nov 14, 2014",2014,Dumb and Dumber To,Comedy,Live Action,Contemporary Fiction,"$40,000,000","$86,208,010","$70,345,582","$156,553,592"
38,"Dec 19, 2014",2014,Annie,Musical,Live Action,Contemporary Fiction,"$65,000,000","$85,911,262","$53,918,363","$139,829,625"
39,"Oct 17, 2014",2014,Fury,Drama,Live Action,Historical Fiction,"$80,000,000","$85,817,906","$124,497,775","$210,315,681"
40,"Jul 2, 2014",2014,Tammy,Comedy,Live Action,Contemporary Fiction,"$20,000,000","$84,525,432","$11,882,223","$96,407,655"
41,"Oct 3, 2014",2014,Annabelle,Horror,Live Action,Historical Fiction,"$6,500,000","$84,273,813","$172,583,714","$256,857,527"
42,"Apr 25, 2014",2014,The Other Woman,Comedy,Live Action,Contemporary Fiction,"$40,000,000","$83,911,193","$110,358,910","$194,270,103"
43,"Nov 26, 2014",2014,Penguins of Madagascar,Adventure,Digital Animation,Kids Fiction,"$132,000,000","$83,350,911","$283,591,620","$366,942,531"
44,"Aug 13, 2014",2014,Let’s Be Cops,Comedy,Live Action,Contemporary Fiction,"$17,000,000","$82,390,774","$54,500,000","$136,890,774"
45,"Feb 7, 2014",2014,The Monuments Men,Drama,Live Action,Historical Fiction,"$70,000,000","$78,031,620","$80,671,128","$158,702,748"
46,"Jul 25, 2014",2014,Hercules,Adventure,Live Action,Fantasy,"$100,000,000","$72,688,614","$170,700,000","$243,388,614"
47,"Jul 18, 2014",2014,The Purge: Anarchy,Thriller/Suspense,Live Action,Science Fiction,"$9,000,000","$71,562,550","$39,972,331","$111,534,881"
48,"Oct 10, 2014",2014,"Alexander and the Terrible, Horrible,…",Adventure,Live Action,Kids Fiction,"$28,000,000","$66,954,149","$34,425,138","$101,379,287"
49,"Jun 20, 2014",2014,Think Like a Man Too,Romantic Comedy,Live Action,Contemporary Fiction,"$24,000,000","$65,028,687","$4,999,246","$70,027,933"
50,"Dec 12, 2014",2014,Exodus: Gods and Kings,Drama,Live Action,Historical Fiction,"$140,000,000","$65,014,513","$203,300,000","$268,314,513"
51,"Jan 17, 2014",2014,The Nut Job,Adventure,Digital Animation,Kids Fiction,"$30,000,000","$64,251,538","$58,278,428","$122,529,966"
52,"Mar 21, 2014",2014,God’s Not Dead,Drama,Live Action,Contemporary Fiction,"$1,150,000","$60,755,732","$3,021,360","$63,777,092"
53,"Feb 28, 2014",2014,Son of God,Drama,Live Action,Dramatization,"$22,000,000","$59,700,064","$11,249,729","$70,949,793"
54,"Jul 18, 2014",2014,Planes: Fire and Rescue,Adventure,Digital Animation,Kids Fiction,"$50,000,000","$59,157,732","$97,241,912","$156,399,644"
55,"Mar 7, 2014",2014,The Grand Budapest Hotel,Comedy,Live Action,Historical Fiction,"$31,000,000","$59,076,019","$103,961,642","$163,037,661"
56,"Feb 12, 2014",2014,RoboCop,Action,Live Action,Science Fiction,"$120,000,000","$58,607,007","$184,374,792","$242,981,799"
57,"Oct 10, 2014",2014,Dracula Untold,Action,Live Action,Fantasy,"$70,000,000","$55,991,880","$164,249,843","$220,241,723"
58,"Nov 26, 2014",2014,Horrible Bosses 2,Black Comedy,Live Action,Contemporary Fiction,"$40,000,000","$54,445,357","$51,500,000","$105,945,357"
59,"Aug 8, 2014",2014,The Hundred-Foot Journey,Comedy,Live Action,Contemporary Fiction,"$22,000,000","$54,235,441","$40,035,047","$94,270,488"
60,"Sep 12, 2014",2014,No Good Deed,Thriller/Suspense,Live Action,Contemporary Fiction,"$13,200,000","$52,543,632","$1,779,578","$54,323,210"
61,"Mar 21, 2014",2014,Muppets Most Wanted,Adventure,Live Action,Kids Fiction,"$55,000,000","$51,178,893","$28,133,408","$79,312,301"
62,"Oct 24, 2014",2014,Ouija,Horror,Live Action,Contemporary Fiction,"$5,000,000","$50,856,010","$52,444,622","$103,300,632"
63,"Sep 26, 2014",2014,The Boxtrolls,Adventure,Stop-Motion Animation,Kids Fiction,"$60,000,000","$50,837,305","$61,061,436","$111,898,741"
64,"Jan 17, 2014",2014,Jack Ryan: Shadow Recruit,Action,Live Action,Contemporary Fiction,"$60,000,000","$50,577,412","$80,800,000","$131,377,412"
65,"Aug 22, 2014",2014,If I Stay,Drama,Live Action,Contemporary Fiction,"$11,000,000","$50,474,843","$27,881,327","$78,356,170"
66,"Oct 17, 2014",2014,The Book of Life,Adventure,Digital Animation,Fantasy,"$50,000,000","$50,151,543","$47,500,000","$97,651,543"
