release_date,release_year,title,genre,production_method,creative_type,budget,domestic_gross,international_gross,worldwide_gross,release_month
2014-10-10,2014,"Alexander and the Terrible, Horrible,…",Adventure,Live Action,Kids Fiction,28000000,66954149,34425138,101379287,October
2014-06-20,2014,Think Like a Man Too,Romantic Comedy,Live Action,Contemporary Fiction,24000000,65028687,4999246,70027933,June
2014-12-12,2014,Exodus: Gods and Kings,Drama,Live Action,Historical Fiction,140000000,65014513,203300000,268314513,December
2014-01-17,2014,The Nut Job,Adventure,Digital Animation,Kids Fiction,30000000,64251538,58278428,122529966,January
2014-03-21,2014,God’s Not Dead,Drama,Live Action,Contemporary Fiction,1150000,60755732,3021360,63777092,March
2014-02-28,2014,Son of God,Drama,Live Action,Dramatization,22000000,59700064,11249729,70949793,February
2014-07-18,2014,Planes: Fire and Rescue,Adventure,Digital Animation,Kids Fiction,50000000,59157732,97241912,156399644,July
2014-03-07,2014,The Grand Budapest Hotel,Comedy,Live Action,Historical Fiction,31000000,59076019,103961642,163037661,March
2014-02-12,2014,RoboCop,Action,Live Action,Science Fiction,120000000,58607007,184374792,242981799,February
2014-10-10,2014,Dracula Untold,Action,Live Action,Fantasy,70000000,55991880,164249843,220241723,October
2014-11-26,2014,Horrible Bosses 2,Black Comedy,Live Action,Contemporary Fiction,40000000,54445357,51500000,105945357,November
2014-08-08,2014,The Hundred-Foot Journey,Comedy,Live Action,Contemporary Fiction,22000000,54235441,40035047,94270488,August
2014-09-12,2014,No Good Deed,Thriller/Suspense,Live Action,Contemporary Fiction,13200000,52543632,1779578,54323210,September
2014-03-21,2014,Muppets Most Wanted,Adventure,Live Action,Kids Fiction,55000000,51178893,28133408,79312301,March
2014-10-24,2014,Ouija,Horror,Live Action,Contemporary Fiction,5000000,50856010,52444622,103300632,October
2014-09-26,2014,The Boxtrolls,Adventure,Stop-Motion Animation,Kids Fiction,60000000,50837305,61061436,111898741,September
2014-01-17,2014,Jack Ryan: Shadow Recruit,Action,Live Action,Contemporary Fiction,60000000,50577412,80800000,131377412,January
2014-08-22,2014,If I Stay,Drama,Live Action,Contemporary Fiction,11000000,50474843,27881327,78356170,August
2014-10-17,2014,The Book of Life,Adventure,Digital Animation,Fantasy,50000000,50151543,47500000,97651543,October
2014-02-14,2014,About Last Night,Romantic Comedy,Live Action,Contemporary Fiction,13000000,48637684,1808176,50445860,February
2014-08-08,2014,Into the Storm,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,47602194,102827177,150429371,August
2014-10-10,2014,The Judge,Drama,Live Action,Contemporary Fiction,50000000,47119388,28954168,76073556,October
2014-06-20,2014,Jersey Boys,Drama,Live Action,Dramatization,40000000,47047013,18235719,65282732,June
2014-05-23,2014,Blended,Romantic Comedy,Live Action,Contemporary Fiction,45000000,46290741,81700000,127990741,May
2014-08-15,2014,The Giver,Drama,Live Action,Science Fiction,25000000,45090374,21449831,66540205,August
2014-10-10,2014,St. Vincent,Comedy,Live Action,Contemporary Fiction,13000000,44137712,10699522,54837234,October
2014-03-14,2014,Need for Speed,Action,Live Action,Contemporary Fiction,66000000,43568507,150601112,194169619,March
2014-10-24,2014,John Wick,Action,Live Action,Contemporary Fiction,30000000,43037835,44752768,87790603,October
2014-05-30,2014,A Million Ways to Die in The West,Western,Live Action,Historical Fiction,40000000,42720965,44057592,86778557,May
2014-10-17,2014,Birdman or (The Unexpected Virtue of …,Black Comedy,Live Action,Contemporary Fiction,18000000,42340598,60585649,102926247,October
2014-09-12,2014,Dolphin Tale 2,Drama,Live Action,Kids Fiction,36000000,42024533,15800000,57824533,September
2014-08-15,2014,The Expendables 3,Action,Live Action,Contemporary Fiction,100000000,39322544,170138834,209461378,August
2014-07-02,2014,Earth to Echo,Adventure,Animation/Live Action,Kids Fiction,13000000,38934842,3239703,42174545,July
2014-07-18,2014,Sex Tape,Comedy,Live Action,Contemporary Fiction,40000000,38543473,87526036,126069509,July
2014-12-03,2014,Wild,Drama,Live Action,Dramatization,15000000,37880356,14580187,52460543,December
2014-05-16,2014,Million Dollar Arm,Drama,Live Action,Contemporary Fiction,25000000,36447959,2769953,39217912,May
2014-11-07,2014,The Theory of Everything,Drama,Live Action,Dramatization,15000000,35893537,87434155,123327692,November
2014-09-19,2014,This is Where I Leave You,Comedy,Live Action,Contemporary Fiction,20000000,34296320,7000000,41296320,September
2014-12-10,2014,The Gambler,Drama,Live Action,Contemporary Fiction,25000000,33680992,5037039,38718031,December
2014-01-03,2014,Paranormal Activity: The Marked Ones,Horror,Live Action,Contemporary Fiction,5000000,32462372,58442482,90904854,January
2014-10-31,2014,Nightcrawler,Thriller/Suspense,Live Action,Contemporary Fiction,8500000,32381218,17953200,50334418,October
2014-05-09,2014,Chef,Comedy,Live Action,Contemporary Fiction,0,31424004,15405305,46829309,May
2014-02-21,2014,3 Days to Kill,Thriller/Suspense,Live Action,Contemporary Fiction,28000000,30697999,8261901,38959900,February
2014-07-02,2014,Deliver Us from Evil,Horror,Live Action,Fantasy,30000000,30577122,57379496,87956618,July
2014-08-01,2014,Get on Up,Drama,Live Action,Dramatization,30000000,30569935,2769933,33339868,August
2014-08-22,2014,When the Game Stands Tall,Drama,Live Action,Contemporary Fiction,15000000,30127963,10949,30138912,August
2014-04-11,2014,Draft Day,Drama,Live Action,Contemporary Fiction,25000000,28842237,1005243,29847480,April
2014-04-11,2014,Oculus,Horror,Live Action,Contemporary Fiction,5000000,27695246,16420250,44115496,April
2014-10-17,2014,The Best of Me,Drama,Live Action,Contemporary Fiction,26000000,26766213,14293205,41059418,October
2014-01-31,2014,That Awkward Moment,Romantic Comedy,Live Action,Contemporary Fiction,8000000,26068955,27000000,53068955,January
2014-09-19,2014,A Walk Among the Tombstones,Action,Live Action,Historical Fiction,28000000,26017685,36090902,62108587,September
2014-01-10,2014,Her,Drama,Live Action,Science Fiction,23000000,25568251,22470558,48038809,January
2014-07-11,2014,Boyhood,Drama,Live Action,Contemporary Fiction,4000000,25379975,31893074,57273049,July
2015-12-18,2015,Star Wars Ep. VII: The Force Awakens,Adventure,Animation/Live Action,Science Fiction,306000000,936662225,1127953592,2064615817,December
2015-06-12,2015,Jurassic World,Action,Live Action,Science Fiction,215000000,652306625,1017657016,1669963641,June
2015-05-01,2015,Avengers: Age of Ultron,Action,Animation/Live Action,Super Hero,365000000,459005868,936311111,1395316979,May
2015-06-19,2015,Inside Out,Adventure,Digital Animation,Kids Fiction,175000000,356461711,494104632,850566343,June
2015-04-03,2015,Furious 7,Action,Live Action,Contemporary Fiction,190000000,353007020,1158979344,1511986364,April
2015-07-10,2015,Minions,Adventure,Digital Animation,Kids Fiction,74000000,336045770,821225989,1157271759,July
2015-11-20,2015,The Hunger Games: Mockingjay - Part 2,Thriller/Suspense,Live Action,Science Fiction,160000000,281723902,364489015,646212917,November
2015-10-02,2015,The Martian,Thriller/Suspense,Live Action,Science Fiction,108000000,228433663,425175444,653609107,October
2015-03-13,2015,Cinderella,Drama,Live Action,Fantasy,95000000,201151353,341200000,542351353,March
2015-11-06,2015,Spectre,Action,Live Action,Contemporary Fiction,245000000,200074175,679003169,879077344,November
2015-07-31,2015,Mission: Impossible—Rogue Nation,Action,Live Action,Contemporary Fiction,150000000,195042377,493816615,688858992,July
2015-05-15,2015,Pitch Perfect 2,Comedy,Live Action,Contemporary Fiction,29000000,184296230,102918966,287215196,May
2015-12-25,2015,The Revenant,Adventure,Live Action,Dramatization,135000000,183637894,349300408,532938302,December
2015-07-17,2015,Ant-Man,Action,Live Action,Super Hero,130000000,180202163,338656286,518858449,July
2015-03-27,2015,Home,Adventure,Digital Animation,Kids Fiction,130000000,177397510,208600386,385997896,March
2015-09-25,2015,Hotel Transylvania 2,Adventure,Digital Animation,Kids Fiction,80000000,169700110,300047772,469747882,September
2015-02-13,2015,Fifty Shades of Grey,Drama,Live Action,Contemporary Fiction,40000000,166167230,404627720,570794950,February
2015-02-06,2015,The SpongeBob Movie: Sponge Out of Water,Adventure,Animation/Live Action,Kids Fiction,74000000,162994032,148019149,311013181,February
2015-08-14,2015,Straight Outta Compton,Drama,Live Action,Dramatization,28000000,161197785,40985196,202182981,August
2015-05-29,2015,San Andreas,Adventure,Live Action,Science Fiction,110000000,155190832,301067707,456258539,May
2015-05-15,2015,Mad Max: Fury Road,Action,Live Action,Science Fiction,150000000,153636354,216237515,369873869,May
2015-12-25,2015,Daddy’s Home,Comedy,Live Action,Contemporary Fiction,50000000,150357137,91147852,241504989,December
2015-03-20,2015,The Divergent Series: Insurgent,Action,Live Action,Science Fiction,110000000,130179072,164896810,295075882,March
2015-11-06,2015,The Peanuts Movie,Adventure,Digital Animation,Kids Fiction,99000000,130178411,119913199,250091610,November
2015-02-13,2015,Kingsman: The Secret Service,Action,Live Action,Contemporary Fiction,94000000,128261724,276300000,404561724,February
2015-11-25,2015,The Good Dinosaur,Adventure,Digital Animation,Kids Fiction,187500000,123087120,210683917,333771037,November
2015-06-05,2015,Spy!,Comedy,Live Action,Contemporary Fiction,65000000,110825712,123018394,233844106,June
2015-07-17,2015,Trainwreck,Romantic Comedy,Live Action,Contemporary Fiction,35000000,110212700,30911197,141123897,July
2015-11-25,2015,Creed,Drama,Live Action,Contemporary Fiction,37000000,109767581,63800000,173567581,November
2015-05-22,2015,Tomorrowland,Adventure,Live Action,Science Fiction,170000000,93436322,113191196,206627518,May
2015-03-27,2015,Get Hard,Comedy,Live Action,Contemporary Fiction,40000000,90411453,21300000,111711453,March
2015-07-01,2015,Terminator: Genisys,Action,Live Action,Science Fiction,155000000,89760956,342389938,432150894,July
2015-01-09,2015,Taken 3,Action,Live Action,Contemporary Fiction,48000000,89256424,238400000,327656424,January
2015-12-18,2015,Sisters,Comedy,Live Action,Contemporary Fiction,30000000,87044645,18986015,106030660,December
2015-12-18,2015,Alvin and the Chipmunks: The Road Chip,Adventure,Animation/Live Action,Kids Fiction,90000000,85886987,163630969,249517956,December
2015-09-18,2015,Maze Runner: The Scorch Trials,Action,Live Action,Science Fiction,61000000,81697192,228868970,310566162,September
2015-06-26,2015,Ted 2,Comedy,Animation/Live Action,Fantasy,68000000,81476385,135737758,217214143,June
2015-10-16,2015,Goosebumps,Horror,Animation/Live Action,Kids Fiction,58000000,80069458,78882785,158952243,October
2015-07-24,2015,Pixels,Adventure,Animation/Live Action,Science Fiction,90000000,78765986,165275818,244041804,July
2015-01-16,2015,Paddington,Adventure,Animation/Live Action,Kids Fiction,55000000,76223578,176187406,252410984,January
2015-09-25,2015,The Intern,Comedy,Live Action,Contemporary Fiction,40000000,75764672,121351038,197115710,September
2015-10-16,2015,Bridge of Spies,Thriller/Suspense,Live Action,Historical Fiction,40000000,72313754,90184584,162498338,October
2015-04-17,2015,Paul Blart: Mall Cop 2,Adventure,Live Action,Contemporary Fiction,38000000,71091594,36362313,107453907,April
2015-12-11,2015,The Big Short,Drama,Live Action,Historical Fiction,28000000,70259870,62364811,132624681,December
2015-08-28,2015,War Room,Drama,Live Action,Contemporary Fiction,3000000,67790117,6199617,73989734,August
2015-07-01,2015,Magic Mike XXL,Comedy,Live Action,Contemporary Fiction,14500000,66013057,57567364,123580421,July
2015-09-11,2015,The Visit,Horror,Live Action,Contemporary Fiction,5000000,65206105,33471711,98677816,September
2015-01-16,2015,The Wedding Ringer,Comedy,Live Action,Contemporary Fiction,23000000,64460211,15711385,80171596,January
2015-09-18,2015,Black Mass,Drama,Live Action,Dramatization,53000000,62575678,36262194,98837872,September
2015-07-29,2015,Vacation,Comedy,Live Action,Contemporary Fiction,31000000,58884188,43422312,102306500,July
2015-09-11,2015,The Perfect Guy,Thriller/Suspense,Live Action,Contemporary Fiction,18000000,57027435,3250731,60278166,September
2015-12-25,2015,Joy,Drama,Live Action,Dramatization,60000000,56451232,44682827,101134059,December
2015-08-07,2015,Fantastic Four,Action,Live Action,Super Hero,120000000,56117548,111731639,167849187,August
2015-12-25,2015,The Hateful Eight,Western,Live Action,Historical Fiction,62000000,54117416,97695942,151813358,December
2015-02-27,2015,Focus,Comedy,Live Action,Contemporary Fiction,65000000,53862963,114202737,168065700,February
2015-07-24,2015,Southpaw,Drama,Live Action,Contemporary Fiction,30000000,52421953,41734503,94156456,July
2015-06-05,2015,Insidious Chapter 3,Horror,Live Action,Contemporary Fiction,10000000,52218558,68234597,120453155,June
2015-01-09,2015,Selma,Drama,Live Action,Dramatization,20000000,52076908,14594090,66670998,January
2015-02-06,2015,Jupiter Ascending,Action,Live Action,Science Fiction,179000000,47482519,134500000,181982519,February
2015-05-22,2015,Poltergeist,Horror,Live Action,Contemporary Fiction,35000000,47425125,48266607,95691732,May
2015-09-18,2015,Sicario,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,46889293,37374889,84264182,September
2015-08-14,2015,The Man From U.N.C.L.E.,Action,Live Action,Historical Fiction,75000000,45445109,63072626,108517735,August
2015-11-06,2015,Spotlight,Drama,Live Action,Dramatization,20000000,45055776,46846662,91902438,November
2015-02-20,2015,"McFarland, USA",Drama,Live Action,Dramatization,17000000,44480275,1227649,45707924,February
2015-08-07,2015,The Gift,Thriller/Suspense,Live Action,Contemporary Fiction,5000000,43787265,15191212,58978477,August
2015-09-18,2015,Everest,Adventure,Live Action,Dramatization,65000000,43482270,177814791,221297061,September
2015-11-20,2015,The Night Before,Comedy,Live Action,Contemporary Fiction,25000000,43035725,9532374,52568099,November
2015-12-04,2015,Krampus,Horror,Live Action,Contemporary Fiction,15000000,42725475,19062918,61788393,December
2015-06-26,2015,Max,Adventure,Live Action,Contemporary Fiction,20000000,42656255,1001902,43658157,June
2015-04-24,2015,The Age of Adaline,Drama,Live Action,Fantasy,30000000,42629776,26354760,68984536,April
2015-11-04,2015,Brooklyn,Drama,Live Action,Historical Fiction,11000000,38322743,23753398,62076141,November
2015-04-10,2015,The Longest Ride,Drama,Live Action,Contemporary Fiction,34000000,37446117,26356811,63802928,April
2015-01-23,2015,The Boy Next Door,Thriller/Suspense,Live Action,Contemporary Fiction,4000000,36006065,17395873,53401938,January
2015-10-09,2015,Pan,Adventure,Live Action,Fantasy,150000000,35088320,116437653,151525973,October
2015-05-08,2015,Hot Pursuit,Comedy,Live Action,Contemporary Fiction,35000000,34580201,16152271,50732472,May
2015-12-25,2015,Concussion,Drama,Live Action,Dramatization,35000000,34531832,15831958,50363790,December
2015-02-20,2015,The DUFF,Comedy,Live Action,Contemporary Fiction,8500000,34030343,9498291,43528634,February
2015-04-01,2015,Woman in Gold,Drama,Live Action,Contemporary Fiction,11000000,33307793,25278614,58586407,April
2015-03-06,2015,The Second Best Exotic Marigold Hotel,Comedy,Live Action,Contemporary Fiction,10000000,33078266,56322596,89400862,March
2015-04-17,2015,Unfriended,Horror,Live Action,Fantasy,1000000,32789645,31574553,64364198,April
2015-06-03,2015,Entourage,Comedy,Live Action,Contemporary Fiction,30000000,32363404,14075134,46438538,June
2015-07-24,2015,Paper Towns,Drama,Live Action,Contemporary Fiction,12000000,32000304,53450180,85450484,July
2015-03-06,2015,Chappie,Action,Animation/Live Action,Science Fiction,49000000,31569268,73432788,105002056,March
2015-10-16,2015,Crimson Peak,Horror,Live Action,Contemporary Fiction,55000000,31090320,43876534,74966854,October
